name,imdb_avg,num,fb_likes
Greg Grunberg,5.4,2,1666
Greg Germann,5.9,1,435
Greg Crowe,6.4,1,875
Greg Ayres,7.2,1,58
Grace Phipps,6.4,1,596
Gordon Pinsent,7.2,1,149
Goran Visnjic,6.966666667,3,3000
Gloria Grahame,6.7,1,232
Glenn Plummer,6.4,1,240
Glenn Morshower,5.9,3,2682
Glenn Campbell,4.2,1,46
Glen Hansard,7.9,1,200
Gladys Cooper,7.1,1,89
Ginger Rogers,7.75,2,1220
Gina Lollobrigida,6.5,2,1492
Gillian White,6.5,1,1000
Gideon Emery,4.8,1,430
Giancarlo Giannini,6.7,1,451
Gerry Lopez,7.9,1,52
Gerry Bednob,6.6,1,218
Gerard Butler,6.563636364,22,396000
Geraldine Chaplin,7.5,1,382
Gerald McRaney,7.4,1,523
George Peppard,6.4,2,1338
George Newbern,5.3,1,647
George Kennedy,6.3,7,21000
George Coe,3.5,1,488
George Carlin,6.6,1,769
George C. Scott,8.166666667,3,1962
Geoffrey Arend,7.1,1,816
Geoff Stults,4.9,2,1512
Gene Tierney,6.6,1,535
Gena Rowlands,6.5,1,545
Gavin MacLeod,5.6,1,284
Gary Weeks,6.4,1,452
Gary Oldman,5.933333333,12,120000
Gary Lewis,7.8,1,203
Gary Dourdan,6.066666667,3,3000
Gary Daniels,2.8,1,551
Gary Cooper,7.35,2,1996
Gary Cole,6.2,8,7912
Gaby Hoffmann,6.8,1,612
Gabriel Millman,6.9,1,13000
G.W. Krauss,6.8,1,20
French Stewart,2.6,1,319
Fred Willard,3.5,1,729
Fred MacMurray,8.3,1,516
Fred Gwynne,7.2,2,1772
Franky G,7,1,93
Frankie Muniz,5.4,2,1868
Frank Whaley,6.6,1,436
Frank Welker,5.5,3,6000
Frank Langella,6.05,4,3609
Frank Grillo,5.25,4,3192
Frank Finlay,6.5,2,676
Françoise Yip,6.7,1,186
François Cluzet,7.15,2,1082
François Bégaudeau,7.5,1,15
Francis Capra,8.4,1,937
Francesca Capaldi,7.2,1,144
Frances Fisher,6.4,4,2552
Frances Conroy,5.4,3,2481
Frances Bay,5.6,1,491
Frances Bavier,6.1,1,407
Fran Drescher,7,1,859
Florian Lukas,7.7,1,65
Florence Henderson,6.2,1,337
Flavio Parenti,7,1,144
Fisher Stevens,4.62,5,4610
Fionnula Flanagan,7.6,1,482
Finn Wittrock,7.2,2,1538
Fernanda Montenegro,7.75,2,238
Fernanda Andrade,4.2,1,403
Fergie,5.8,1,529
Fereshteh Sadre Orafaiy,7.5,1,5
Faye Dunaway,5.35,2,1954
Fay Masterson,7,1,126
Farrah Fawcett,5.2,2,2000
Fanny Ardant,7.5,1,288
Fann Wong,6.2,1,154
Faizon Love,5.6,2,1170
Fabian Bolin,6.7,1,309
F. Murray Abraham,6.75,2,1340
Ezra Miller,7.45,2,6000
Everett McGill,6.2,1,201
Eva Green,7.15,4,24000
Eva Boehnke,6.3,1,0
Eva Amurri Martino,6.4,1,797
Eugenio Derbez,7.6,1,399
Ethan Suplee,7.18,5,5000
Ethan Embry,6.625,4,3928
Esther Williams,6.5,1,675
Estella Warren,5.7,2,1316
Essie Davis,6.65,2,618
Essence Atkins,4.3,2,1426
Esai Morales,7.066666667,3,2097
Errol Flynn,7.1,1,843
Ernie Reyes Jr.,5,1,444
Erin Fitzgerald,5.3,1,99
Erika Christensen,5.6,3,2793
Erick Avari,5.2,1,567
Eric Stoltz,6.8,2,1804
Eric Sheffer Stevens,5.3,1,120
Eric Mendenhall,4.1,1,607
Eric Mabius,7,2,1274
Eric Lloyd,5.9,1,775
Eric Johnson,6.9,1,373
Eric Idle,5.55,4,3180
Eric Dane,6.666666667,3,6000
Eoin Macken,4.8,1,533
Emraan Hashmi,4.8,1,724
Emmanuelle Vaugier,6.1,2,2000
Emmanuelle Seigner,8,1,413
Emma Watson,5.9,2,18000
Emma Stone,6.558333333,12,180000
Emma Caulfield,7.5,1,970
Emma Bell,6.05,2,1405
Emir Kusturica,6.95,2,4000
Emily Watson,7.2,4,3504
Emily Rios,7.1,1,231
Emily Podleski,6.6,1,1000
Emily Osment,4.2,1,1000
Emilia Fox,8.5,1,396
Eme Ikwuakor,7,1,135
Embeth Davidtz,5.2,1,795
Elpidia Carrillo,6.8,1,174
Ellen Burstyn,7.225,4,4000
Ellar Coltrane,8,1,230
Elizabeth Streb,6.8,1,0
Elizabeth Montgomery,7.6,1,1000
Elizabeth McGovern,7.7,1,553
Elizabeth Daily,6.2,4,3884
Elizabeth Berrington,8,1,65
Elissa Dowling,3.2,1,307
Elisabeth Harnois,5.4,1,921
Elina Alminas,7.7,1,149
Elina Abai Kyzy,8.7,1,0
Eleanor Parker,8,1,354
Elden Henson,6.1,2,1154
Elaine Hendrix,5.5,2,1340
Elaine Bromka,6.7,1,178
Eileen Brennan,6.375,4,4000
Edie Falco,6.5,1,659
Edgar Ramírez,7.7,1,897
Edgar Arreola,7.6,1,455
Eddie Redmayne,6.875,4,52000
Eddie Marsan,7,2,1958
Eddie Izzard,5.7,2,1552
Eddie Griffin,5.266666667,3,1467
Eddie Cibrian,5.375,4,3396
Eddie Cahill,7.5,1,639
Ed Wynn,7.8,1,382
Ed Speleers,6.3,1,762
Ed Skrein,5.1,1,805
Ed Lauter,6.8,1,897
Ed Begley Jr.,6.2125,8,6264
Eartha Kitt,7.3,1,558
Eamonn Walker,7.3,1,706
Dylan Walsh,5,1,426
Dylan Moran,6.6,1,427
Dylan Baker,6,3,2436
Dylan Authors,7,1,20
Dyan Cannon,6.5,1,267
Dwayne Johnson,6.205263158,19,228000
Dustin Milligan,6.5,1,499
Dustin Lance Black,7.1,1,191
Dustin Ingram,3.7,1,427
Dustin Fitzsimons,2.5,1,349
Drew Waters,5.4,1,848
Drew Powell,6.8,1,129
Drew Fuller,3.9,1,906
Dreama Walker,6.4,1,601
Drake Bell,5.375,4,4000
Dov Tiefenbach,6.1,1,108
Dougray Scott,5.6,1,794
Doug Walker,7.1,1,131
Doug E. Doug,6.9,1,953
Doug Brochu,6.1,1,254
Dorian Missick,6.966666667,3,3000
Doona Bae,7,1,629
Donny Boaz,7,1,2000
Donna Reed,8.6,1,488
Donna Murphy,6.3,1,553
Dong-gun Jang,5.6,1,489
Donatas Banionis,8.1,1,29
Donald Pleasence,6.216666667,6,4452
Donald Glover,5.8,1,801
Donald Faison,5.2,5,4635
Don Wallace,6.6,1,54
Don Rickles,6.4,1,721
Don McKellar,6.6,1,45
Don Johnson,5.775,4,3928
Don Cheadle,6.92,10,30000
Don Brooks,6.7,1,0
Don Ameche,7.5,1,392
Dominic Flores,6.1,1,1000
Dominic Cooper,7.071428571,7,21000
Dolly Parton,5.75,2,2000
Djimon Hounsou,5.95,8,24000
Divine,6.1,1,462
Diedrich Bader,5,2,1518
Dick Clark,7.1,1,504
Dichen Lachman,3.1,1,717
Dianne Wiest,6.5,7,6769
Diane Sorrentino,5.1,1,17
Diahann Carroll,4.7,1,426
Devin Ratray,6.933333333,3,3000
Devid Striesow,6.8,1,24
Desmond Llewelyn,6.666666667,3,732
Derick Martini,7.6,1,20000
Derek Luke,6.7,1,543
DeRay Davis,3.3,1,328
Denzel Washington,7.083333333,30,540000
Dennis Quaid,6.714285714,14,28000
Denis O'Hare,6.6,1,896
Denis Leary,6.95,2,1670
Denis Lavant,6.55,2,452
Demián Bichir,6.85,2,1498
Demi Moore,6.0125,8,16000
Delroy Lindo,6.85,4,3392
Del Zamora,5.65,2,1504
Dee Bradley Baker,7.9,1,668
Debra Messing,6.55,2,1300
Déborah Révy,5.6,1,34
Deborah Mailman,6.3,1,46
Deborah Kara Unger,6.65,2,989
Debi Mazar,8.5,1,680
Debi Derryberry,6,1,122
Debbie Reynolds,6.3,1,786
Debbie Harry,7.3,1,391
Dean Stockwell,6.9,3,2808
Dax Flame,6.7,1,971
David Zucker,6.5,1,119
David Zayas,4.4,1,929
David Wayne,7.2,1,116
David Richmond-Peck,6.3,1,60
David Raizor,8.6,1,784
David Paymer,5.4,2,744
David Oyelowo,6.266666667,6,6000
David Ogden Stiers,7.95,2,886
David Oakes,5.6,1,335
David Niven,7.8,1,490
David Masterson,7,1,577
David Margulies,5.9,1,567
David Mamet,7.1,1,342
David Lyons,6.7,1,576
David Keith,5.5,2,1126
David Jason Perez,6.7,1,1000
David Jason,7.8,1,325
David Hyde Pierce,6.5,2,886
David Huddleston,6.8,1,1000
David Hewlett,6.8,3,2058
David Gant,7.1,1,21
David Conrad,6.3,1,642
David Carradine,5.566666667,3,2778
David Belle,7.2,1,510
David Arquette,7.1,2,1222
David Alpay,6.6,1,232
Dave Legeno,6.2,1,570
Dave Chappelle,6.25,2,1488
Daston Kalili,5.8,1,2
Daryl Sabara,6,2,1280
Darryl Hunt,7.7,1,2
Darren Shahlavi,5.1,1,294
Dario Nozic Serini,6.4,1,0
Darcy Donavan,7.2,1,640000
Darci Kistler,5.7,1,2
Dany Boon,6.7,2,344
Danny Strong,6.3,1,714
Danny Pino,7.3,2,1572
Danny Huston,6.6,1,430
Danny Dyer,6.433333333,3,2394
Danny Aiello,7.3,1,388
Danneel Ackles,5.95,2,2000
Danielle Kotch,6.8,1,1000
Daniella Alonso,5.1,1,557
Daniel von Bargen,6.3,1,577
Daniel Stern,6.2,2,1592
Daniel Sharman,6.1,1,1000
Daniel Roebuck,5.74,5,5000
Daniel Radcliffe,6.677777778,9,99000
Daniel Mays,6.1,1,287
Daniel London,6.7,1,52
Daniel Kaluuya,6.3,1,219
Daniel Baldwin,5.5,1,413
Dania Ramirez,4.3,1,1000
Dane Cook,5.25,4,4000
Dana Delany,6.8,1,722
Dana Andrews,7.1,1,188
Dan Novy,7.3,1,19
Dan Futterman,7,1,254
Dan Fogler,7.7,1,562
Dan Byrd,6.15,2,2000
Damon Wayans Jr.,5.7,2,1512
Damon Wayans,2.8,1,836
Damian Walshe-Howling,5.8,1,122
Damián Alcázar,6.8,1,201
Dameon Clarke,6.6,1,170
Dallas Barnett,6.8,1,473
D.B. Woodside,4.4,1,598
Curtiss Cook,6.4,1,591
Curtis Armstrong,6.333333333,3,2628
Craig T. Nelson,5.6,3,2169
Craig Stark,7.9,1,46000
Craig Roberts,6.85,2,1840
Craig Parker,6.6,1,978
Craig Ferguson,6.8,2,1518
Costas Mandylor,6.1,5,3615
Cory Hardrict,6.9,1,303
Corinna Harney,6.4,1,779
Corbin Bleu,6.6,1,632
Corbin Bernsen,6.42,5,5000
Corbin Allred,6.8,1,214
Connor Paolo,6.5,1,530
Connie Ray,6,1,90
Connie Nielsen,6.38,5,4665
Common,6.5,2,1977
Colm Feore,6.6,4,2156
Collin Alfredo St. Dic,8.5,1,48
Collette Wolfe,5.8,1,390
Colleen Dewhurst,7.6,1,157
Colin Salmon,6.9,4,3064
Colin Firth,6.713333333,15,210000
Colin Ferguson,5.6,1,747
Cole Hauser,6.3,2,1574
Clu Gulager,5.4,1,426
Clive Russell,5.4,1,241
Clint Howard,6.3,3,3000
Clint Eastwood,7.3375,16,256000
Clifton Collins Jr.,6.28,5,4840
Cliff Robertson,6.35,2,1508
Clea DuVall,7.5,2,2000
Clayton Snyder,5.3,1,925
Claudia Christian,4.6,1,462
Claudia Cardinale,8.6,1,973
Claudette Colbert,8.2,1,380
Claude Rains,8.3,2,1214
Claire Gordon-Harper,3.6,1,416
Cicely Tyson,5.825,4,3628
Christopher Nicholas Smith,7.1,1,434
Christopher Meloni,6.3,3,9000
Christopher Masterson,5.6,1,1000
Christopher Lee,6.488888889,9,144000
Christopher Lambert,5.971428571,7,7000
Christopher Judge,7.466666667,3,2541
Christopher Heyerdahl,5.6,1,825
Christopher Denham,6.7,1,120
Christopher Abbott,5.9,2,642
Christoph Waltz,6.56,5,55000
Christo Jivkov,7.1,1,260
Christine Taylor,6.2,1,838
Christina Milian,5.4,1,1000
Christina Hart,4,1,12
Christie Burke,3.8,1,380
Christian Monzon,5.3,1,2000
Christian Keyes,5.4,1,761
Christian Clemenson,7.6,1,97
Christian Clavier,6.5,2,212
Christian Bale,7.2,23,529000
Chriss Anglin,4.3,1,885
Chris Zylka,4,1,963
Chris Noth,5.9,4,3848
Chris Moss,6.3,1,33000
Chris Marquette,6.8,1,355
Chris Klein,3.7,1,841
Chris Hemsworth,6.94,15,390000
Chris Harrison,2.9,1,98
Chris Gauthier,6.1,1,434
Chris Evans,6.455555556,9,99000
Chris Elliott,4.9,1,571
Chris Eigeman,7.5,1,88
Chris Brown,5.6,3,2991
Chris Brochu,4.8,1,795
Chris 'Wonder' Schoeck,7.9,1,0
Chloë Grace Moretz,6.183333333,12,204000
Cheryl Hines,4.5,1,541
Chen Chang,7.9,1,103
Chemeeka Walker,7.3,1,0
Chelcie Ross,5.8,1,244
Chelan Simmons,5.8,1,440
Cheech Marin,3.85,2,1687
Chazz Palminteri,6.025,8,7832
Chase Ellison,7,1,772
Charlyne Yi,6.2,1,529
Charlotte Rampling,6.466666667,6,5064
Charlize Theron,6.133333333,6,54000
Charlie Rowe,5.2,1,882
Charlie McDermott,6.8,2,992
Charlie Korsmo,6.1,1,678
Charlie Hunnam,6.66,5,80000
Charles S. Dutton,6.4,1,534
Charles Napier,4.5,2,1006
Charla Cochran,7,1,270
Charis Michelsen,7,1,5
Channing Tatum,6.294736842,19,323000
Cem Yilmaz,7.1,1,523
Celia Imrie,6.9,1,186
Cedric the Entertainer,6.65,2,872
Cécile De France,6.8,1,447
CCH Pounder,6.05,4,4000
Catriona MacColl,6.9,1,48
Catherine O'Hara,6.633333333,6,5550
Catherine Lough Haggquist,2.3,1,310
Catherine Hicks,6.5,1,311
Catherine Dyer,7.7,1,768
Catherine Deneuve,6.757142857,7,6742
Catherine Bell,5.8,1,636
Catalina Sandino Moreno,7.5,1,280
Cassie Ventura,6.2,1,158
Cassandra Peterson,6.2,1,922
Cary-Hiroyuki Tagawa,6.366666667,6,6000
Carroll O'Connor,7.4,1,480
Carrie Bradstreet,5.7,1,466
Caroline Munro,7.1,1,456
Caroline Dhavernas,7.35,2,1088
Carole Bouquet,6.6,1,235
Carol Kane,4.2,1,636
Carol Channing,7.2,1,387
Carol Block,7.5,1,0
Carol Ann Susi,5.2,1,3000
Carmen Perez,6.4,1,97
Carmen Maura,7.6,1,148
Carmen Electra,3.066666667,3,2607
Carlos Ponce,4.7,2,1182
Carlos Gallardo,6.9,1,121
Cara Delevingne,4.7,1,554
Candice Bergen,7.15,2,1090
Camren Bicondova,5.5,1,756
Campbell Scott,7.95,2,786
Cameron Monaghan,5.4,1,1000
Cameron Bright,6.1,1,829
Callum Rennie,6.7,3,2148
Callie Thorne,4.4,1,472
Caleb Landry Jones,5.6,1,463
Caitlin Stasey,5.1,1,623
Byron Mann,6,1,258
Busy Philipps,6.35,4,4000
Buster Keaton,7,1,907
Burt Young,5.1,1,683
Burt Kwouk,7.1,1,462
Burl Ives,8.1,1,253
Burgess Meredith,6.5,1,1000
Bunta Sugawara,8.6,1,17
Bryce Dallas Howard,6.716666667,6,18000
Bruno Kirby,7.6,1,227
Bruce Willis,6.576666667,30,390000
Bruce Spence,6.3,2,1062
Bruce Payne,4.9,1,179
Bruce McGill,6.366666667,3,1965
Bruce Greenwood,6.209090909,11,10869
Bruce Dinsmore,7.4,1,51
Bruce Dern,6.3,3,2532
Brooke Shields,5.7,1,1000
Brittany Daniel,5.75,2,1722
Britney Spears,3.3,2,2000
Brigitte Helm,8.3,1,136
Brigitte Bardot,5.5,1,984
Brighton Sharbino,7.5,2,6000
Bridgette Wilson-Sampras,5.8,1,545
Brianna Brown,5.3,1,331
Brian Thompson,3.7,1,663
Brian Lee Franklin,5.8,1,38
Brian Eno,7.3,1,30
Brian Doyle-Murray,5,1,484
Brian Dennehy,6.275,4,3816
Brian Bosworth,5.9,1,174
Brian Blessed,7.05,2,1182
Brian Austin Green,4.3,1,676
Brendon Small,8.2,1,59
Brendan Fraser,5.733333333,12,36000
Brendan Fehr,5.3,1,847
Brendan Doogie Milewski,7.5,1,2
Brenda Vaccaro,7.9,1,183
Brenda Song,5.1,1,1000
Brenda Fricker,6.9,1,214
Brandon T. Jackson,4.65,2,1836
Bradley Whitford,6.7,1,821
Bradley Cooper,6.530769231,13,182000
Brad William Henke,6.6,1,363
Brad Pitt,7.077777778,18,198000
Brad Garrett,7.15,2,1598
Boyd Banks,5.4,1,57
Boris Kodjoe,5.325,4,4000
Bono,7.1,2,936
Bolo Yeung,6.15,2,1266
Bokeem Woodbine,6.34,5,4520
Bojana Novakovic,6.5,3,6000
Bobby Lee,7,1,176
Bobbie Phillips,4.6,1,16000
Bob Proctor,8.2,1,8
Bob Newhart,7.2,1,643
Bob Neill,5.7,1,2
Bob Hoskins,6.46,10,50000
Bob Balaban,7.7,1,559
Bo Huang,7.7,1,4
Blythe Danner,7.05,2,1426
Blythe Auffarth,6.4,1,76
Blanchard Ryan,5.7,1,48
Blair Underwood,7.2,2,1370
Blair Brown,6.1,1,310
Bjørn Sundquist,6.55,2,70
Birgitte Hjort Sørensen,6.1,1,1000
Bingbing Li,5.933333333,3,2922
Bingbing Fan,7,2,1112
Billy West,7.5,1,861
Billy Drago,5.3,1,371
Billy Crudup,7.075,4,2980
Billy Campbell,6.3,1,789
Billy Burke,6.666666667,6,12000
Bill Murray,6.830769231,26,338000
Bill Maher,7.7,1,334
Bill Johnson,5.5,1,237
Bill Farmer,5.1,1,93
Bill Duke,6.333333333,3,3000
Bill Cobbs,6.55,6,5820
Bill Bailey,7.9,1,175
Bianca Kajlich,6.7,2,1463
Bhole Baba,7,1,0
Bhavkhandan Singh Rakhra,6.6,1,258
Bhama,7.1,1,5
Bex Taylor-Klaus,7.3,1,460
Beverly D'Angelo,6.8,2,1632
Betsy Palmer,6.1,1,309
Beth Grant,6.45,2,1256
Bernie Mac,6.081818182,11,11000
Bernie Casey,6.2,1,180
Bernard Hill,7.9,1,416
Bernard Fox,4.1,1,246
Bernard Cribbins,7.5,1,195
Bernadette Peters,4.2,1,753
Bérénice Bejo,8,1,996
Benoît Magimel,6.6,1,173
Benno Fürmann,6.1,1,127
Benjamin A. Onyango,3.4,1,634
Benedict Cumberbatch,7.285714286,7,133000
Ben Gazzara,6.9,2,1246
Ben Feldman,5.8,2,2000
Ben Davies,7,1,690
Ben Browder,7.4,1,878
Bella Thorne,5.88,5,175000
Belén Rueda,8.1,1,273
Bebe Neuwirth,6.3,1,376
Beau Mirchoff,5.1,1,2000
Beau Bridges,6.7,1,552
Bashar Rahal,4.5,2,1206
Barry Watson,4.1,1,526
Barry Corbin,6.1,5,4415
Barry Bostwick,3.5,1,456
Bárbara Mori,6,1,594
Barack Obama,5.1,1,871
Bam Margera,6.933333333,3,1824
Bailee Madison,5.85,2,6000
Bai Ling,6.7,1,582
Bahare Seddiqi,8.5,1,36
Ayelet Zurer,7.6,1,745
Ava Gardner,6.8,1,715
Austin Pendleton,6.5,2,1189
Austin Nichols,5.1,1,663
Aunjanue Ellis,6.9,1,400
Augustus Prew,6.5,1,405
Asin,4.3,1,634
Ashley Williams,5.9,1,969
Ashley Tramonte,4.6,1,630
Ashley Scott,5.8,1,794
Ashley Rickards,4.7,1,986
Ashanti,2.8,1,341
Art Hindle,6.2,1,110
Armin Mueller-Stahl,5.9,1,294
Armando Riesco,7.5,2,1250
Arliss Howard,7.1,1,152
Arjun Rampal,5.3,1,564
Ariel Hsing,7.1,1,0
Ariana Richards,5.9,2,1220
Ari Graynor,6.366666667,3,2712
Ari Folman,8,1,56
Archie Panjabi,7,4,3532
Anwar Congo,8.2,1,3
Anupam Kher,8.4,1,397
Antony Starr,5.9,1,506
Antonia Thomas,7.9,1,381
Antoni Corone,6.7,1,97
Anthony L. Fernandez,4.9,1,640
Anthony Hopkins,6.923809524,21,252000
Anthony 'Citric' Campos,6.6,1,586
Anne Hathaway,6.458333333,12,132000
Annabelle Wallis,5.1,1,421
Annabella Sciorra,6.1,2,896
Anna Silk,7.9,1,857
Anna Kendrick,6.485714286,7,70000
Anna Gunn,6.2,1,1000
Anna Friel,6.2,3,2206
Ann-Margret,7.3,1,931
Anjelica Huston,6.475,8,8000
Anita Page,6.3,1,77
Anil Kapoor,8,1,668
Anika Noni Rose,2.1,1,525
Angus T. Jones,5.5,1,1000
Angus Scrimm,6.5,1,674
Angie Dickinson,7.1,1,754
Angell Conwell,4.6,1,522
Angelina Jolie Pitt,6.606666667,15,165000
Angelina Armani,5.2,1,677
Angeliki Papoulia,7.3,1,47
Angela Sarafyan,7.6,1,310
Andy Lau,6.666666667,3,1449
Andy Dick,5.3,1,302
Andrew Wilson,7.1,1,387
Andrew Robinson,7,1,266
Andrew Garfield,7.2,4,40000
Andrew Fiscella,5.85,2,274000
Andrew Bujalski,6.65,2,52
Andrea Corr,6.3,1,57
Anamaria Marinca,7.9,1,131
Ana de la Reguera,5.7,1,678
Amy Schumer,6.3,1,492
Amy Poehler,5.6125,8,8000
Amy Bruni,6.6,1,155
Amos Oz,7.2,1,3
Amir Talai,5.5,1,308
Ami Ayalon,7.6,1,0
America Olivo,6.1,1,470
America Ferrera,6.375,4,3812
Amber Valletta,6,1,627
Amber Stevens West,6,1,584
Amanda Schull,7.15,2,1514
Amanda Detmer,5.9,1,240
Alyson Stoner,6.2,1,2000
Alyson Hannigan,5.575,8,24000
Alun Armstrong,6.2,1,192
Alona Tal,6.2,1,1000
Alma Martinez,7.1,1,56
Ally Walker,6.3,1,349
Ally Sheedy,6.1,1,793
Allison Dean,7.2,1,159
Alison Lohman,6.7,2,2000
Alison Brie,6.166666667,3,6000
Aliou Touré,7.7,1,0
Alicja Bachleda,7.4,1,289
Alicia Witt,6.12,5,4875
Alicia Goranson,7.6,1,173
Alice Olivia Clarke,6.9,1,117
Alice Krige,6.65,2,736
Alice Greczyn,5.1,1,631
Alice Cooper,7.4,1,674
Alice Braga,7.266666667,3,3000
Alia Shawkat,7.1,1,727
Alfre Woodard,6.411111111,9,9000
Alexis Dziena,6.6,1,715
Alexis Arquette,5.3,1,285
Alexia Fast,6.8,1,553
Alexandra Maria Lara,6.4,1,471
Alexander Skarsgård,6.675,4,40000
Alexander Gould,6.5,2,2000
Alexa PenaVega,5.655555556,9,18000
Alex Veadov,6.5,1,93
Alex Russell,5.2,1,465
Alex Rocco,6.7,1,968
Alex Pettyfer,6.06,5,75000
Alex Kendrick,5.633333333,3,1767
Alex Huszar,7.9,1,61
Alex Gibney,7.7,1,141
Álex Angulo,7.2,1,90
Alessandro Nivola,6.7,1,527
Aldis Hodge,7.9,1,559
Alden Ehrenreich,5.5,2,2000
Albert Finney,7.466666667,3,2649
Albert Brooks,6.95,2,1490
Alanna Ubach,6.3,2,1168
Alan Ruck,5.8,2,1892
Alan Rickman,7.2875,8,200000
Alan Brent,5.4,1,498
Alain Delon,5.1,1,936
Al Pacino,6.746666667,15,210000
Akshaye Khanna,7.4,1,75
Aksel Hennie,7.6,1,286
Akon,5.6,1,262
Aisha Tyler,6.8,1,856
Aimee Garcia,5.3,2,1236
Aidan Turner,7.325,4,20000
Aidan Quinn,6.34,5,3835
Ahna O'Reilly,7.5,1,282
Agnes Moorehead,7,1,960
Adriana Caselotti,7.7,1,82
Adriana Barraza,8.1,1,85
Adrian Martinez,5.9,1,806
Adam Scott,6.2625,8,24000
Adam Sandler,6.378571429,14,154000
Adam LeFevre,7.2,1,80
Adam Goldberg,6.62,5,5000
Adam Garcia,4.5,3,2433
Adam Baldwin,7.225,4,8000
Adam Arkin,6.5,2,748
Abigail Spencer,5.3,1,1000
Abigail Evans,8.7,1,0
Abhishek Bachchan,4.75,2,748
Abbie Cornish,7.066666667,3,6000
Aasif Mandvi,6.7,1,346
Aaliyah,5.2,1,775
A.J. Buckley,6.8,1,275
50 Cent,5,1,1000
,6.814285714,7,
